"","car_park_no","address","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","longtitude","latitude"
"132","BBM5","BLK 290H BUKIT BATOK STREET 24","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2,"N",103.757933611524,1.34324288507703
"133","BBM6","BLK 291F BUKIT BATOK STREET 24","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2,"N",103.75505234518,1.34285965211476
"134","BBM7","BLK 154A BUKIT BATOK WEST AVENUE 8","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2,"N",103.74369552196,1.34735532825893
"135","BBM8","BLK 622A BUKIT BATOK CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",6,2.15,"N",103.748510520704,1.3499692848448
"136","BBM9","BLK 395A BUKIT BATOK WEST AVENUE 5","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",16,2.15,"N",103.751771828671,1.36583063528229
"137","BE10","BLKS 168-180 BISHAN STREET 13","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.853295407985,1.34774103683307
"138","BE11","BLK 181-186 BISHAN STREET 13","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.853041355038,1.34977945545383
"139","BE12","BLK 187-197 BISHAN STREET 13","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.850963018476,1.35001358431936
"140","BE13","BLK 135A BISHAN STREET 12","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.851527639209,1.34488554091771
"141","BE14","BLK 167A BISHAN STREET 13","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.855431690196,1.34705912300086
"142","BE15","BLK 152A BISHAN STREET 11","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,1.9,"N",103.854838248038,1.34516275849122
"143","BE17","BISHAN PARK II","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.847678464451,1.36300774829778
"144","BE18","BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.831086168668,1.35835109065197
"145","BE19","BLK 503/504 BISHAN STREET 11","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.848201759699,1.3488553698228
"146","BE20","BLK 505 BISHAN STREET 11","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,1.9,"N",103.848664813483,1.34889150352476
"147","BE21","BLK 506/509 BISHAN STREET 11","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.849040518762,1.34862467472465
"148","BE22","BLK 511/513 BISHAN STREET 13","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.849654953115,1.34943659364674
"149","BE23","BLK 514 BISHAN STREET 13","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",2,1.8,"N",103.849762913569,1.35009590712064
"150","BE24","BLK 201/206 BISHAN STREET 23","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.847482841106,1.35533230982928
"151","BE25","BLK 207A BISHAN STREET 23","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.848308924927,1.35515436752458
"152","BE26","BLK 207/212/216/217 BISHAN STREET 23","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.848456699419,1.35589523545262
"153","BE27","BLK 212A BISHAN STREET 23","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.848631146247,1.35665621354662
"154","BE28","BLK 213-215,218-227 BISHAN STREET 23","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.848050392203,1.35792578374441
"155","BE29","BLK 228-231 BISHAN STREET 23","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.845900851145,1.35745270034741
"156","BE3","BLK 401-408 SIN MING AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.834406565388,1.36236382033242
"157","BE3R","BLK 410A SIN MING AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,2.1,"N",103.835475811225,1.36318574481419
"158","BE30","BLK 231A BISHAN STREET 23","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.846445329934,1.35746397214867
"159","BE31","BLK 232-237 BISHAN STREET 22","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.846095243495,1.35886686380925
"160","BE32","BLK 237A BISHAN STREET 22","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.846672475151,1.35917101558305
"161","BE33","BLK 238-245 BISHAN STREET 22","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.844820061908,1.36017070046769
"162","BE34","BLK 246A BISHAN STREET 22","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.85,"N",103.843621608129,1.3609610362378
"163","BE35","BLK 246-256 BISHAN STREET 22","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.843084460068,1.36142068256306
"164","BE36","BLK 278-281 BISHAN STREET 24","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.844535382735,1.35749516972048
"165","BE37","BLK 282 BISHAN STREET 22","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,1.95,"N",103.844420837704,1.35800794122713
"166","BE38","BLK 283/284 BISHAN STREET 22","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,4.5,"N",103.844566487678,1.35889863001258
"167","BE39","BLK 263A BISHAN STREET 22","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",10,1.9,"N",103.841971337628,1.35919640181431
"168","BE4","BLK 101-116 BISHAN STREET 12","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.848377782614,1.34649553739341
"169","BE40","BLK 268A BISHAN STREET 24","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.842640151363,1.35731117764231
"170","BE42","BLK 290A BISHAN STREET 24","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.844548146946,1.3555617806229
"171","BE44","BLK 448A BRIGHT HILL DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.831630143879,1.35783082203096
"172","BE45","BLK 275 BISHAN STREET 24","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",6,2.15,"N",103.843673799586,1.35630834366272
"173","BE5","BLK 117-134 BISHAN STREET 12","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.850961063469,1.34617737632749
"174","BE6","BLK 135/138 BISHAN STREET 12","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.851883342572,1.34474821410259
"175","BE7","BLK 139-144 BISHAN STREET 12","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.853022890772,1.34500469914902
"176","BE8","BLK 145-150A, 151 BISHAN STREET 11","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.855314807845,1.3444363922391
"177","BE9","BLK 153-167 BISHAN STREET 13","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.856182773948,1.34717026150899
"178","BH1","BLK 1 THOMSON ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.842459925825,1.32499136463287
"179","BH2","BLK 2 BALESTIER ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.842761303002,1.32604597290732
"180","BJAL","BLK 517 - 519 JELAPANG ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.765971683188,1.38794636297942
"181","BJBL","BLK 533 - 534 BUKIT PANJANG RING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.763880260524,1.38397456462742
"182","BJMP","BLK 259B BANGKIT ROAD","MECHANISED CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",15,2.15,"N",103.773515233384,1.37776642353482
"183","BJ1","BLK 130-140 CASHEW ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.769323020166,1.37395668012412
"184","BJ10","BLK 234-241 BUKIT PANJANG RING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.770655166769,1.37893928663086
"185","BJ11","BLK 242-245 BUKIT PANJANG RING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.771879943563,1.38076368711014
"186","BJ12","BLK 246-255 BANGKIT ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.774488589084,1.38025326281058
"187","BJ13","BLK 270-277 BANGKIT ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.774778801775,1.3770036224851
"188","BJ14","BLK 257 BANGKIT ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.773529063422,1.37898693779582
"189","BJ15","BLK 259A BANGKIT ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",1,3,"N",103.773781887133,1.3774944817505
"190","BJ16","BLK 259A BANGKIT ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.773620310875,1.37750651657188
"191","BJ17","BLK 401A FAJAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.768945728134,1.38125023256274
"192","BJ18","BLK 401-408 FAJAR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.768111526577,1.38096996999808
"193","BJ19","BLK 409-419 FAJAR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.768383898129,1.38403375882412
"194","BJ2","BLK 141-151 GANGSA ROAD/PETIR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.766661340276,1.37613503075381
"195","BJ20","BLK 420-426 FAJAR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.769781679334,1.38605794718116
"196","BJ21","BLK 427-435 BUKIT PANJANG RING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.77067200119,1.3859447799989
"197","BJ22","BLK 256/257/260 BANGKIT ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.773503103872,1.37829370797878
"198","BJ23","BLK 258 BUKIT PANJANG RING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.772951089319,1.37763455117533
"199","BJ24","BLK 436-441 FAJAR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.770468267523,1.38326748382289
"200","BJ25","BLK 453A FAJAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.771725184279,1.38489913010469
"201","BJ26","BLK 449A BUKIT PANJANG RING ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.772705169955,1.38379688091998
"202","BJ27","BLK 442A FAJAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.77095043939,1.38264053838857
"203","BJ28","BLK 170A LOMPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.765546004072,1.3789248341927
"204","BJ29","BLK 505A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.76768309161,1.38493809213445
"205","BJ3","BLK 101/129 GANGSA ROAD/PENDING ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,5.4,"N",103.769377342964,1.37731019413801
"206","BJ30","BLK 510A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.768979329077,1.38702928241063
"207","BJ31","BLK 513A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",2,2.15,"N",103.76747797804,1.38793889402447
"208","BJ32","BLK 518A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.76693564904,1.38656398572283
"209","BJ33","BLK 234A BUKIT PANJANG RING ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.772011127144,1.37911950216513
"210","BJ34","BLK 517A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.766517811673,1.38779606068837
"211","BJ35","BLK 521A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.765913670646,1.38704148954076
"212","BJ36","BLK 525A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.765338716213,1.38627039908705
"213","BJ37","BLK 529A JELAPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.764684875435,1.38543210205035
"214","BJ38","BLK 533A BUKIT PANJANG RING ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.763426646494,1.38513669086984
"215","BJ39","BLK 537A BUKIT PANJANG RING ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.762860069299,1.38423179772352
"216","BJ4","BLK 219/233 PETIR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.772257935275,1.3755313767854
"217","BJ40","BLK 541A BUKIT PANJANG RING ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.15,"N",103.762901649193,1.38282578775268
"218","BJ41","BLK 152A GANGSA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.765454483907,1.37551205005209
"219","BJ42","BLK 163A GANGSA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.764286444661,1.37692127795757
"220","BJ43","BLK 603A SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.761677612649,1.38172044598218
"221","BJ44","BLK 177A LOMPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",9,2.15,"N",103.764986793479,1.38064894111593
"222","BJ45","BLK 180A LOMPANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",8,2.15,"N",103.765008780912,1.37868796139644
"223","BJ48","BLK 651A SENJA LINK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2.15,"N",103.764603025736,1.3871857898273
"224","BJ49","BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2.15,"N",103.761486753403,1.38489746000688
"225","BJ5","BLK 225A PETIR ROAD MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.773077223616,1.37499155318136
"226","BJ50","BLK 468A SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.773688922648,1.38818399769861
"227","BJ51","BLK 181A JELEBU ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.763464273127,1.37939840870792
"228","BJ52","BLK 185A JELEBU ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.762637905945,1.37911336132344
"229","BJ53","BLK 480A SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.771932069884,1.38980280764188
"230","BJ54","BLK 476A SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.773500105459,1.38904780940247
"231","BJ55","BLK 625A SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",13,2.15,"N",103.760776951789,1.38628294474144
"232","BJ56","BLK 629A SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.758949835054,1.38589121604701
"233","BJ57","BLK 628 SENJA ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.760170448377,1.38525120284571
"234","BJ58","BLK 455A SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.771272617577,1.38752442976843
"235","BJ59","BLK 488A SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.771264158423,1.38986508354378
"236","BJ6","BLK 217A PETIR ROAD MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,1.9,"N",103.774406297009,1.374171406401
"237","BJ60","BLK 547 SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,2.15,"N",103.769519010802,1.38832100414925
"238","BJ61","BLK 548 SEGAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.767792899767,1.3890048643871
"239","BJ62","BLK 454 FAJAR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.771396322017,1.38426862537458
"240","BJ63","BLK 443 FAJAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.770291143405,1.38131551055787
"241","BJ65","BLK 632 SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",9,2.15,"N",103.75876137706,1.38470415715603
"242","BJ66","BLK 634 SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.757702613355,1.38624857618507
"243","BJ67","BLK 636 SENJA ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.757982903601,1.38734995596946
"244","BJ68","BLK 422A FAJAR ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.76997021493,1.38538172522755
"245","BJ69","BLK 643 SENJA CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.763072792807,1.3878519593287
"246","BJ70","BLK 646 SENJA CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.763770231742,1.38954791028499
"247","BJ71","BLK 642 SENJA CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.761917032459,1.38700170528947
"248","BJ72","BLK 638 SENJA CLOSE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.760872042789,1.38887784578509
"249","BJ8","BLK 201/218 PETIR ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.773595837088,1.37469973082597
"250","BKE1","BLK 668 CHANDER ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.851596339235,1.30781893058319
"251","BKE2","BLK 681/682 RACE COURSE ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,2.3,"N",103.855479963783,1.31412809694969
"252","BKE3","BLK 682/683 RACE COURSE ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,2.3,"N",103.855800846629,1.31441522983595
"253","BKE4","BLK 684/685 RACE COURSE ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO",0,0,"N",103.856840971672,1.3144503701412
"254","BKE7","BLK 678 PERUMAL ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,1.9,"N",103.855321953109,1.31261295749073
"255","BKE9","BLK 668 CHANDER ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.851463797291,1.30733721264767
"256","BKRM","BLK 6A BOON KENG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.861368095199,1.31727630326976
"257","BLM","BLK 10 BENDEMEER ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.860958732701,1.31550644016375
"258","BL10","BLK 188/191 BOON LAY DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.711425137943,1.34376184065736
"259","BL13","BLK 198/206 BOON LAY DRIVE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.715035197633,1.34469258752037
"260","BL15","BLK 257A BOON LAY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.707562203035,1.34597151975416
"261","BL17","BLK 268 BOON LAY DRIVE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.707740695354,1.34787124144777
"262","BL18","BLK 208A BOON LAY PLACE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.714423827807,1.34654955571257
"263","BL19","BLK 212A BOON LAY PLACE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.713345663581,1.34877728099847
